district,sector,year,value_rs_cr,rank,growth_pct,contribution_pct
PALNADU,Communications,2022-23 (TRE),790.4951604591033,13,,3.69
PALNADU,Communications,2023-24 (SRE),877,13,11.01,3.67
PALNADU,Communications,2024-25 (FRE),1058.9376675744454,13,20.75,3.7
PALNADU,Communications,2025-26 (FAE),1234,13,16.53,3.68
MARKAPURAM,Communications,2022-23 (TRE),381.2879564144836,25,,1.78
MARKAPURAM,Communications,2023-24 (SRE),427,25,12.07,1.79
MARKAPURAM,Communications,2024-25 (FRE),513.0443069480212,25,20.14,1.79
MARKAPURAM,Communications,2025-26 (FAE),602,25,17.35,1.8
PRAKASAM,Communications,2022-23 (TRE),588.8622288960285,20,,2.75
PRAKASAM,Communications,2023-24 (SRE),658,20,11.71,2.75
PRAKASAM,Communications,2024-25 (FRE),790.3986546928351,20,20.06,2.76
PRAKASAM,Communications,2025-26 (FAE),926,20,17.22,2.76
SPS NELLORE,Communications,2022-23 (TRE),1050.6379328143514,4,,4.91
SPS NELLORE,Communications,2023-24 (SRE),1171,5,11.42,4.9
SPS NELLORE,Communications,2024-25 (FRE),1404.8495089222188,4,19.98,4.91
SPS NELLORE,Communications,2025-26 (FAE),1642,5,16.87,4.9
KURNOOL,Communications,2022-23 (TRE),842.5441811452182,10,,3.94
KURNOOL,Communications,2023-24 (SRE),938,10,11.27,3.92
KURNOOL,Communications,2024-25 (FRE),1136.3041511133583,10,21.11,3.97
KURNOOL,Communications,2025-26 (FAE),1326,10,16.73,3.96
NANDYAL,Communications,2022-23 (TRE),620.8562600119878,18,,2.9
NANDYAL,Communications,2023-24 (SRE),695,18,11.92,2.91
NANDYAL,Communications,2024-25 (FRE),837.0513477860377,18,20.43,2.92
NANDYAL,Communications,2025-26 (FAE),976,18,16.61,2.91
ANANTHAPURAMU,Communications,2022-23 (TRE),917.2793232135558,9,,4.28
ANANTHAPURAMU,Communications,2023-24 (SRE),1028,9,12.1,4.3
ANANTHAPURAMU,Communications,2024-25 (FRE),1240.2705050865366,9,20.62,4.33
ANANTHAPURAMU,Communications,2025-26 (FAE),1451,9,17.02,4.33
SRI SATYA SAI,Communications,2022-23 (TRE),643.8959892006058,17,,3.01
SRI SATYA SAI,Communications,2023-24 (SRE),723,17,12.27,3.02
SRI SATYA SAI,Communications,2024-25 (FRE),871.6551352777963,17,20.61,3.04
SRI SATYA SAI,Communications,2025-26 (FAE),1020,17,16.97,3.04
YSR KADAPA,Communications,2022-23 (TRE),1021.6076038350234,6,,4.78
YSR KADAPA,Communications,2023-24 (SRE),1143,6,11.84,4.78
YSR KADAPA,Communications,2024-25 (FRE),1378.30536453145,6,20.56,4.81
YSR KADAPA,Communications,2025-26 (FAE),1616,6,17.27,4.82
ANNAMAYYA,Communications,2022-23 (TRE),554.8058507799097,22,,2.59
ANNAMAYYA,Communications,2023-24 (SRE),618,22,11.35,2.58
ANNAMAYYA,Communications,2024-25 (FRE),748.5688270261955,22,21.2,2.62
ANNAMAYYA,Communications,2025-26 (FAE),873,22,16.56,2.6
CHITTOOR,Communications,2022-23 (TRE),572.6568070152492,21,,2.68
CHITTOOR,Communications,2023-24 (SRE),642,21,12.04,2.69
CHITTOOR,Communications,2024-25 (FRE),777.0535623302399,21,21.03,2.71
CHITTOOR,Communications,2025-26 (FAE),904,21,16.34,2.7
TIRUPATI,Communications,2022-23 (TRE),1043.2493986011461,5,,4.87
TIRUPATI,Communications,2023-24 (SRE),1173,4,12.46,4.91
TIRUPATI,Communications,2024-25 (FRE),1405.378148677166,4,19.78,4.91
TIRUPATI,Communications,2025-26 (FAE),1643,4,16.94,4.9
SRIKAKULAM,Banking & Insurance,2022-23 (TRE),1384.0387904422375,17,,2.35
SRIKAKULAM,Banking & Insurance,2023-24 (SRE),1555.954074176234,17,12.43,2.4
SRIKAKULAM,Banking & Insurance,2024-25 (FRE),1765.2248835353557,17,13.43,2.38
SRIKAKULAM,Banking & Insurance,2025-26 (FAE),2059,17,16.66,2.4
VIZIANAGARAM,Banking & Insurance,2022-23 (TRE),1291.607070928737,18,,2.19
VIZIANAGARAM,Banking & Insurance,2023-24 (SRE),1439.267330143342,18,11.38,2.22
VIZIANAGARAM,Banking & Insurance,2024-25 (FRE),1640.0140550413075,18,13.97,2.21
VIZIANAGARAM,Banking & Insurance,2025-26 (FAE),1905,18,16.16,2.22
PARVATHIPURAM MANYAM,Banking & Insurance,2022-23 (TRE),363.5241180871574,26,,0.62
PARVATHIPURAM MANYAM,Banking & Insurance,2023-24 (SRE),418.30238010234626,26,14.84,0.64
PARVATHIPURAM MANYAM,Banking & Insurance,2024-25 (FRE),469.16082363807567,26,12.2,0.63
PARVATHIPURAM MANYAM,Banking & Insurance,2025-26 (FAE),554,26,18.12,0.65
ALLURI SEETHA RAMA RAJU,Banking & Insurance,2022-23 (TRE),88.74804857573338,27,,0.15
ALLURI SEETHA RAMA RAJU,Banking & Insurance,2023-24 (SRE),96.3588696436355,27,7.87,0.15
ALLURI SEETHA RAMA RAJU,Banking & Insurance,2024-25 (FRE),111.23443155297868,27,15.62,0.15
ALLURI SEETHA RAMA RAJU,Banking & Insurance,2025-26 (FAE),128,27,15.32,0.15
POLAVARAM,Banking & Insurance,2022-23 (TRE),85.70021681262641,28,,0.15
POLAVARAM,Banking & Insurance,2023-24 (SRE),90.9544461281013,28,5.81,0.14
POLAVARAM,Banking & Insurance,2024-25 (FRE),106.21338228935248,28,16.48,0.14
POLAVARAM,Banking & Insurance,2025-26 (FAE),120,28,13.21,0.14
VISAKHAPATNAM,Banking & Insurance,2022-23 (TRE),6980.682061022267,2,,11.86
VISAKHAPATNAM,Banking & Insurance,2023-24 (SRE),7672.831051914184,2,9.91,11.84
VISAKHAPATNAM,Banking & Insurance,2024-25 (FRE),8802.99582134619,2,14.73,11.85
VISAKHAPATNAM,Banking & Insurance,2025-26 (FAE),10155,2,15.36,11.84
ANAKAPALLE,Banking & Insurance,2022-23 (TRE),1001.0623477449617,23,,1.7
ANAKAPALLE,Banking & Insurance,2023-24 (SRE),1138.661993764576,23,13.79,1.76
ANAKAPALLE,Banking & Insurance,2024-25 (FRE),1284.3684166164012,23,12.73,1.73
ANAKAPALLE,Banking & Insurance,2025-26 (FAE),1507,23,17.37,1.76
KAKINADA,Banking & Insurance,2022-23 (TRE),2241.0285872105687,9,,3.81
KAKINADA,Banking & Insurance,2023-24 (SRE),2494.5017473200637,9,11.29,3.85
KAKINADA,Banking & Insurance,2024-25 (FRE),2843.975541558144,9,14.03,3.83
KAKINADA,Banking & Insurance,2025-26 (FAE),3302,9,16.1,3.85
DR.B.R.AMBEDKAR KONASEEMA,Banking & Insurance,2022-23 (TRE),1270.1036811758029,20,,2.16
DR.B.R.AMBEDKAR KONASEEMA,Banking & Insurance,2023-24 (SRE),1381.1604785449342,20,8.74,2.13
DR.B.R.AMBEDKAR KONASEEMA,Banking & Insurance,2024-25 (FRE),1593.1382024371917,20,15.35,2.14
DR.B.R.AMBEDKAR KONASEEMA,Banking & Insurance,2025-26 (FAE),1828,20,14.75,2.13
EAST GODAVARI,Banking & Insurance,2022-23 (TRE),2268.818253928225,8,,3.85
EAST GODAVARI,Banking & Insurance,2023-24 (SRE),2546.5977392727495,7,12.25,3.93
EAST GODAVARI,Banking & Insurance,2024-25 (FRE),2891.3727167749994,8,13.51,3.89
EAST GODAVARI,Banking & Insurance,2025-26 (FAE),3370,7,16.57,3.93
WEST GODAVARI,Banking & Insurance,2022-23 (TRE),2280.6002713190665,7,,3.87
WEST GODAVARI,Banking & Insurance,2023-24 (SRE),2545.7837215674654,8,11.62,3.93
WEST GODAVARI,Banking & Insurance,2024-25 (FRE),2898.3407748143427,7,13.83,3.9
WEST GODAVARI,Banking & Insurance,2025-26 (FAE),3369,8,16.25,3.93
ELURU,Banking & Insurance,2022-23 (TRE),1875.977927061585,13,,3.19
ELURU,Banking & Insurance,2023-24 (SRE),2053.9741410094925,12,9.49,3.17
ELURU,Banking & Insurance,2024-25 (FRE),2361.1119438192704,12,14.95,3.18
ELURU,Banking & Insurance,2025-26 (FAE),2718,12,15.12,3.17
KRISHNA,Banking & Insurance,2022-23 (TRE),3026.65105250129,5,,5.14
KRISHNA,Banking & Insurance,2023-24 (SRE),2799.862825075526,6,-7.5,4.32
KRISHNA,Banking & Insurance,2024-25 (FRE),3514.749631611187,5,25.54,4.73
KRISHNA,Banking & Insurance,2025-26 (FAE),3706,6,5.43,4.32
NTR,Banking & Insurance,2022-23 (TRE),8246.090325899382,1,,14
NTR,Banking & Insurance,2023-24 (SRE),8961.478913042443,1,8.67,13.82
NTR,Banking & Insurance,2024-25 (FRE),10340.142902080119,1,15.39,13.91
NTR,Banking & Insurance,2025-26 (FAE),11861,1,14.71,13.82
GUNTUR,Banking & Insurance,2022-23 (TRE),4473.815997745893,3,,7.6
GUNTUR,Banking & Insurance,2023-24 (SRE),4942.255231230755,3,10.46,7.62
GUNTUR,Banking & Insurance,2024-25 (FRE),5655.954655121805,3,14.45,7.61
GUNTUR,Banking & Insurance,2025-26 (FAE),6541,3,15.65,7.62
BAPATLA,Banking & Insurance,2022-23 (TRE),1101.1143537089142,22,,1.87
BAPATLA,Banking & Insurance,2023-24 (SRE),1225.0306783437395,22,11.26,1.89
BAPATLA,Banking & Insurance,2024-25 (FRE),1397.009462902225,22,14.04,1.88
BAPATLA,Banking & Insurance,2025-26 (FAE),1621,22,16.03,1.89
PALNADU,Banking & Insurance,2022-23 (TRE),1658.1307625163602,15,,2.82
PALNADU,Banking & Insurance,2023-24 (SRE),1870.8612982025047,15,12.85,2.89
PALNADU,Banking & Insurance,2024-25 (FRE),2118.686398988051,15,13.25,2.85
PALNADU,Banking & Insurance,2025-26 (FAE),2476,15,16.85,2.89
MARKAPURAM,Banking & Insurance,2022-23 (TRE),716.1803097558675,25,,1.22
MARKAPURAM,Banking & Insurance,2023-24 (SRE),814.9448647978512,25,13.83,1.26
MARKAPURAM,Banking & Insurance,2024-25 (FRE),919.0483486783379,25,12.76,1.24
MARKAPURAM,Banking & Insurance,2025-26 (FAE),1079,25,17.41,1.26
PRAKASAM,Banking & Insurance,2022-23 (TRE),1726.4244024040077,14,,2.93
PRAKASAM,Banking & Insurance,2023-24 (SRE),1930.1425751546722,14,11.82,2.98
PRAKASAM,Banking & Insurance,2024-25 (FRE),2195.7608744577883,14,13.78,2.96
PRAKASAM,Banking & Insurance,2025-26 (FAE),2555,14,16.35,2.98
SPS NELLORE,Banking & Insurance,2022-23 (TRE),2457.1487621719825,6,,4.17
SPS NELLORE,Banking & Insurance,2023-24 (SRE),3024.5645413517295,5,23.12,4.67
SPS NELLORE,Banking & Insurance,2024-25 (FRE),3284.183046176764,6,8.56,4.42
SPS NELLORE,Banking & Insurance,2025-26 (FAE),4003,5,21.89,4.67
KURNOOL,Banking & Insurance,2022-23 (TRE),1905.6693114555878,12,,3.24
KURNOOL,Banking & Insurance,2023-24 (SRE),1933.3624553404882,13,1.42,2.98
KURNOOL,Banking & Insurance,2024-25 (FRE),2310.7130906339917,13,19.56,3.11
KURNOOL,Banking & Insurance,2025-26 (FAE),2559,13,10.73,2.98
NANDYAL,Banking & Insurance,2022-23 (TRE),1285.1724020309007,19,,2.18
NANDYAL,Banking & Insurance,2023-24 (SRE),1390.0577609621746,19,8.17,2.14
NANDYAL,Banking & Insurance,2024-25 (FRE),1607.746743603231,19,15.68,2.16
NANDYAL,Banking & Insurance,2025-26 (FAE),1840,19,14.43,2.14
ANANTHAPURAMU,Banking & Insurance,2022-23 (TRE),2048.836426791619,10,,3.48
ANANTHAPURAMU,Banking & Insurance,2023-24 (SRE),2243.8852179278715,11,9.52,3.46
ANANTHAPURAMU,Banking & Insurance,2024-25 (FRE),2579.045625285937,11,14.93,3.47
ANANTHAPURAMU,Banking & Insurance,2025-26 (FAE),2970,11,15.16,3.46
SRI SATYA SAI,Banking & Insurance,2022-23 (TRE),1193.1731242140825,21,,2.03
SRI SATYA SAI,Banking & Insurance,2023-24 (SRE),1320.230712363451,21,10.65,2.04
SRI SATYA SAI,Banking & Insurance,2024-25 (FRE),1509.6687715965766,21,14.39,2.03
SRI SATYA SAI,Banking & Insurance,2025-26 (FAE),1747,21,15.7,2.04
YSR KADAPA,Banking & Insurance,2022-23 (TRE),2048.9981886115356,10,,3.48
YSR KADAPA,Banking & Insurance,2023-24 (SRE),2261.3478279242145,10,10.35,3.49
YSR KADAPA,Banking & Insurance,2024-25 (FRE),2589.1572681677026,10,14.51,3.48
YSR KADAPA,Banking & Insurance,2025-26 (FAE),2993,10,15.6,3.49
ANNAMAYYA,Banking & Insurance,2022-23 (TRE),983.8825447987289,24,,1.67
ANNAMAYYA,Banking & Insurance,2023-24 (SRE),1115.8876112937503,24,13.41,1.72
ANNAMAYYA,Banking & Insurance,2024-25 (FRE),1260.4733927590405,24,12.9,1.7
ANNAMAYYA,Banking & Insurance,2025-26 (FAE),1477,24,17.22,1.72
CHITTOOR,Banking & Insurance,2022-23 (TRE),1461.3564370654515,16,,2.48
CHITTOOR,Banking & Insurance,2023-24 (SRE),1570.29784475251,16,7.46,2.42
CHITTOOR,Banking & Insurance,2024-25 (FRE),1822.2354808372436,16,16.05,2.45
CHITTOOR,Banking & Insurance,2025-26 (FAE),2078,16,14.05,2.42
TIRUPATI,Banking & Insurance,2022-23 (TRE),3419.0542240194295,4,,5.81
TIRUPATI,Banking & Insurance,2023-24 (SRE),3984.4416686491854,4,16.53,6.15
TIRUPATI,Banking & Insurance,2024-25 (FRE),4441.363313676374,4,11.47,5.98
TIRUPATI,Banking & Insurance,2025-26 (FAE),5273,4,18.73,6.15
SRIKAKULAM,"Real est., Ownership of Dwellings",2022-23 (TRE),3330.512201839532,14,,3.32
SRIKAKULAM,"Real est., Ownership of Dwellings",2023-24 (SRE),3498.6151318242064,14,5.04,3.24
SRIKAKULAM,"Real est., Ownership of Dwellings",2024-25 (FRE),3905.4685006199893,16,11.6,3.21
SRIKAKULAM,"Real est., Ownership of Dwellings",2025-26 (FAE),4448.581858963207,15,13.93,3.22
VIZIANAGARAM,"Real est., Ownership of Dwellings",2022-23 (TRE),3587.5731961860524,13,,3.57
VIZIANAGARAM,"Real est., Ownership of Dwellings",2023-24 (SRE),3826.4704607330327,13,6.63,3.55
VIZIANAGARAM,"Real est., Ownership of Dwellings",2024-25 (FRE),4292.715761445116,13,12.21,3.53
VIZIANAGARAM,"Real est., Ownership of Dwellings",2025-26 (FAE),4883.336458327876,13,13.74,3.53
PARVATHIPURAM MANYAM,"Real est., Ownership of Dwellings",2022-23 (TRE),1298.8349501549303,26,,1.29
PARVATHIPURAM MANYAM,"Real est., Ownership of Dwellings",2023-24 (SRE),1351.543842849041,26,4.08,1.25
PARVATHIPURAM MANYAM,"Real est., Ownership of Dwellings",2024-25 (FRE),1501.329240879186,26,11.02,1.23
PARVATHIPURAM MANYAM,"Real est., Ownership of Dwellings",2025-26 (FAE),1711.6801743659164,26,14.06,1.24
ALLURI SEETHA RAMA RAJU,"Real est., Ownership of Dwellings",2022-23 (TRE),686.8159934268568,27,,0.68
ALLURI SEETHA RAMA RAJU,"Real est., Ownership of Dwellings",2023-24 (SRE),703.1303940853024,27,2.33,0.65
ALLURI SEETHA RAMA RAJU,"Real est., Ownership of Dwellings",2024-25 (FRE),769.0624046874109,27,9.39,0.63
ALLURI SEETHA RAMA RAJU,"Real est., Ownership of Dwellings",2025-26 (FAE),883.8953063997759,27,14.95,0.64
POLAVARAM,"Real est., Ownership of Dwellings",2022-23 (TRE),423.2998439006226,28,,0.42
POLAVARAM,"Real est., Ownership of Dwellings",2023-24 (SRE),431.6755746840217,28,2.13,0.4
POLAVARAM,"Real est., Ownership of Dwellings",2024-25 (FRE),470.4053380769017,28,8.8,0.39
POLAVARAM,"Real est., Ownership of Dwellings",2025-26 (FAE),542.1937288778797,28,15.32,0.39
VISAKHAPATNAM,"Real est., Ownership of Dwellings",2022-23 (TRE),6532.253255349464,2,,6.51
VISAKHAPATNAM,"Real est., Ownership of Dwellings",2023-24 (SRE),7246.071910168797,2,10.93,6.72
VISAKHAPATNAM,"Real est., Ownership of Dwellings",2024-25 (FRE),8406.79748198015,2,16.02,6.91
VISAKHAPATNAM,"Real est., Ownership of Dwellings",2025-26 (FAE),9434.526547485886,2,12.23,6.83
ANAKAPALLE,"Real est., Ownership of Dwellings",2022-23 (TRE),2624.5260410419896,21,,2.61
ANAKAPALLE,"Real est., Ownership of Dwellings",2023-24 (SRE),2737.1248317293293,21,4.27,2.54
ANAKAPALLE,"Real est., Ownership of Dwellings",2024-25 (FRE),3045.185740370274,21,11.25,2.5
ANAKAPALLE,"Real est., Ownership of Dwellings",2025-26 (FAE),3470.04187382413,21,13.96,2.51
KAKINADA,"Real est., Ownership of Dwellings",2022-23 (TRE),4407.768728157561,7,,4.39
KAKINADA,"Real est., Ownership of Dwellings",2023-24 (SRE),4743.539215917192,7,7.62,4.4
KAKINADA,"Real est., Ownership of Dwellings",2024-25 (FRE),5367.770449103638,7,13.15,4.41
KAKINADA,"Real est., Ownership of Dwellings",2025-26 (FAE),6088.80127495345,7,13.43,4.41
DR.B.R.AMBEDKAR KONASEEMA,"Real est., Ownership of Dwellings",2022-23 (TRE),2532.510160397141,22,,2.52
DR.B.R.AMBEDKAR KONASEEMA,"Real est., Ownership of Dwellings",2023-24 (SRE),2649.7655906038954,23,4.62,2.46
DR.B.R.AMBEDKAR KONASEEMA,"Real est., Ownership of Dwellings",2024-25 (FRE),2921.574920460153,23,10.26,2.4
DR.B.R.AMBEDKAR KONASEEMA,"Real est., Ownership of Dwellings",2025-26 (FAE),3346.2922150164436,23,14.51,2.42
EAST GODAVARI,"Real est., Ownership of Dwellings",2022-23 (TRE),5223.321105646033,4,,5.2
EAST GODAVARI,"Real est., Ownership of Dwellings",2023-24 (SRE),5667.090783969017,4,8.5,5.25
EAST GODAVARI,"Real est., Ownership of Dwellings",2024-25 (FRE),6382.1245970412165,4,12.62,5.24
EAST GODAVARI,"Real est., Ownership of Dwellings",2025-26 (FAE),7265.935184559419,4,13.85,5.26
WEST GODAVARI,"Real est., Ownership of Dwellings",2022-23 (TRE),4323.234093848594,8,,4.31
WEST GODAVARI,"Real est., Ownership of Dwellings",2023-24 (SRE),4628.096597398766,8,7.06,4.29
WEST GODAVARI,"Real est., Ownership of Dwellings",2024-25 (FRE),5193.950452546132,8,12.23,4.27
WEST GODAVARI,"Real est., Ownership of Dwellings",2025-26 (FAE),5906.003193032833,8,13.71,4.27
ELURU,"Real est., Ownership of Dwellings",2022-23 (TRE),3782.6461175531113,12,,3.77
ELURU,"Real est., Ownership of Dwellings",2023-24 (SRE),4023.9732506110395,12,6.37,3.73
ELURU,"Real est., Ownership of Dwellings",2024-25 (FRE),4479.118784522239,12,11.31,3.68
ELURU,"Real est., Ownership of Dwellings",2025-26 (FAE),5120.321305119427,12,14.31,3.7
KRISHNA,"Real est., Ownership of Dwellings",2022-23 (TRE),4079.2222598309,10,,4.06
KRISHNA,"Real est., Ownership of Dwellings",2023-24 (SRE),4405.3518292440995,9,7.99,4.08
KRISHNA,"Real est., Ownership of Dwellings",2024-25 (FRE),4954.761965126206,10,12.49,4.07
KRISHNA,"Real est., Ownership of Dwellings",2025-26 (FAE),5642.003166638509,9,13.86,4.08
NTR,"Real est., Ownership of Dwellings",2022-23 (TRE),7996.544033728919,1,,7.97
NTR,"Real est., Ownership of Dwellings",2023-24 (SRE),8861.350419620863,1,10.8,8.21
NTR,"Real est., Ownership of Dwellings",2024-25 (FRE),10102.24299700667,1,14.01,8.3
NTR,"Real est., Ownership of Dwellings",2025-26 (FAE),11450.792684407328,1,13.35,8.29
GUNTUR,"Real est., Ownership of Dwellings",2022-23 (TRE),6094.500477867786,3,,6.07
GUNTUR,"Real est., Ownership of Dwellings",2023-24 (SRE),6702.2736999408335,3,9.98,6.21
GUNTUR,"Real est., Ownership of Dwellings",2024-25 (FRE),7638.946388752132,3,13.98,6.28
GUNTUR,"Real est., Ownership of Dwellings",2025-26 (FAE),8653.50662788747,3,13.29,6.26
BAPATLA,"Real est., Ownership of Dwellings",2022-23 (TRE),2288.83668352688,24,,2.28
BAPATLA,"Real est., Ownership of Dwellings",2023-24 (SRE),2409.082783721005,24,5.24,2.23
BAPATLA,"Real est., Ownership of Dwellings",2024-25 (FRE),2701.091305573776,24,12.12,2.22
BAPATLA,"Real est., Ownership of Dwellings",2025-26 (FAE),3068.5082355292675,24,13.62,2.22
PALNADU,"Real est., Ownership of Dwellings",2022-23 (TRE),3308.680341791387,15,,3.3
PALNADU,"Real est., Ownership of Dwellings",2023-24 (SRE),3493.777520925731,15,5.59,3.24
PALNADU,"Real est., Ownership of Dwellings",2024-25 (FRE),3922.6126644075516,14,12.28,3.22
PALNADU,"Real est., Ownership of Dwellings",2025-26 (FAE),4456.884856976144,14,13.61,3.23
MARKAPURAM,"Real est., Ownership of Dwellings",2022-23 (TRE),2140.288290759068,25,,2.13
MARKAPURAM,"Real est., Ownership of Dwellings",2023-24 (SRE),2308.390026944796,25,7.85,2.14
MARKAPURAM,"Real est., Ownership of Dwellings",2024-25 (FRE),2580.75646460533,25,11.83,2.12
MARKAPURAM,"Real est., Ownership of Dwellings",2025-26 (FAE),2950.287700619743,25,14.3,2.13
PRAKASAM,"Real est., Ownership of Dwellings",2022-23 (TRE),3176.028742953613,18,,3.16
PRAKASAM,"Real est., Ownership of Dwellings",2023-24 (SRE),3399.462498514002,17,7.02,3.15
PRAKASAM,"Real est., Ownership of Dwellings",2024-25 (FRE),3793.6538229186385,18,11.62,3.12
PRAKASAM,"Real est., Ownership of Dwellings",2025-26 (FAE),4334.661854425358,17,14.26,3.14
SPS NELLORE,"Real est., Ownership of Dwellings",2022-23 (TRE),5039.569157666283,5,,5.02
SPS NELLORE,"Real est., Ownership of Dwellings",2023-24 (SRE),5421.447514739604,5,7.56,5.03
SPS NELLORE,"Real est., Ownership of Dwellings",2024-25 (FRE),6110.713898670996,5,12.73,5.02
SPS NELLORE,"Real est., Ownership of Dwellings",2025-26 (FAE),6943.730823158556,5,13.63,5.02
KURNOOL,"Real est., Ownership of Dwellings",2022-23 (TRE),3236.890165895646,16,,3.22
KURNOOL,"Real est., Ownership of Dwellings",2023-24 (SRE),3433.314583540897,16,6.05,3.18
KURNOOL,"Real est., Ownership of Dwellings",2024-25 (FRE),3905.6568711440896,15,13.78,3.21
KURNOOL,"Real est., Ownership of Dwellings",2025-26 (FAE),4402.951592717678,16,12.72,3.19
NANDYAL,"Real est., Ownership of Dwellings",2022-23 (TRE),2882.3745327183783,19,,2.87
NANDYAL,"Real est., Ownership of Dwellings",2023-24 (SRE),3010.8033506545403,19,4.48,2.79
NANDYAL,"Real est., Ownership of Dwellings",2024-25 (FRE),3368.4571973926413,19,11.86,2.77
NANDYAL,"Real est., Ownership of Dwellings",2025-26 (FAE),3818.2587825792975,19,13.36,2.76
ANANTHAPURAMU,"Real est., Ownership of Dwellings",2022-23 (TRE),4054.920766138678,11,,4.04
ANANTHAPURAMU,"Real est., Ownership of Dwellings",2023-24 (SRE),4352.367023484179,11,7.32,4.03
ANANTHAPURAMU,"Real est., Ownership of Dwellings",2024-25 (FRE),4934.203917979591,11,13.37,4.05
ANANTHAPURAMU,"Real est., Ownership of Dwellings",2025-26 (FAE),5585.132110669344,11,13.19,4.04
SRI SATYA SAI,"Real est., Ownership of Dwellings",2022-23 (TRE),3185.394026347291,17,,3.17
SRI SATYA SAI,"Real est., Ownership of Dwellings",2023-24 (SRE),3390.4032757163613,18,6.44,3.14
SRI SATYA SAI,"Real est., Ownership of Dwellings",2024-25 (FRE),3798.140683750579,17,12.04,3.12
SRI SATYA SAI,"Real est., Ownership of Dwellings",2025-26 (FAE),4323.95191649599,18,13.85,3.13
YSR KADAPA,"Real est., Ownership of Dwellings",2022-23 (TRE),4092.474838905093,9,,4.08
YSR KADAPA,"Real est., Ownership of Dwellings",2023-24 (SRE),4381.832328247776,10,7.09,4.06
YSR KADAPA,"Real est., Ownership of Dwellings",2024-25 (FRE),4990.437841072763,9,13.87,4.1
YSR KADAPA,"Real est., Ownership of Dwellings",2025-26 (FAE),5634.806116112177,10,12.93,4.08
ANNAMAYYA,"Real est., Ownership of Dwellings",2022-23 (TRE),2718.258741817973,20,,2.71
ANNAMAYYA,"Real est., Ownership of Dwellings",2023-24 (SRE),2920.023729525072,20,7.43,2.71
ANNAMAYYA,"Real est., Ownership of Dwellings",2024-25 (FRE),3285.136832964891,20,12.5,2.7
ANNAMAYYA,"Real est., Ownership of Dwellings",2025-26 (FAE),3737.4843568413244,20,13.76,2.7
CHITTOOR,"Real est., Ownership of Dwellings",2022-23 (TRE),2530.542189762355,23,,2.52
CHITTOOR,"Real est., Ownership of Dwellings",2023-24 (SRE),2672.4477999604906,22,5.57,2.48
CHITTOOR,"Real est., Ownership of Dwellings",2024-25 (FRE),2992.2040612641886,22,11.98,2.46
CHITTOOR,"Real est., Ownership of Dwellings",2025-26 (FAE),3404.986685371943,22,13.8,2.46
TIRUPATI,"Real est., Ownership of Dwellings",2022-23 (TRE),4822.3838998378615,6,,4.8
TIRUPATI,"Real est., Ownership of Dwellings",2023-24 (SRE),5207.152600976886,6,7.98,4.83
TIRUPATI,"Real est., Ownership of Dwellings",2024-25 (FRE),5896.003300994665,6,13.23,4.84
TIRUPATI,"Real est., Ownership of Dwellings",2025-26 (FAE),6685.900307656512,6,13.4,4.84
SRIKAKULAM,Public Admn.,2022-23 (TRE),1858.1328281680246,12,,3.68
SRIKAKULAM,Public Admn.,2023-24 (SRE),1942,12,4.52,3.64
SRIKAKULAM,Public Admn.,2024-25 (FRE),2067.663088555364,13,6.49,3.61
SRIKAKULAM,Public Admn.,2025-26 (FAE),2172.1253240411506,13,5.03,3.63
VIZIANAGARAM,Public Admn.,2022-23 (TRE),1982.0269526527827,11,,3.92
VIZIANAGARAM,Public Admn.,2023-24 (SRE),2104,10,6.16,3.94
VIZIANAGARAM,Public Admn.,2024-25 (FRE),2261.219103364494,10,7.46,3.95
VIZIANAGARAM,Public Admn.,2025-26 (FAE),2374.2870880917217,10,5,3.96
PARVATHIPURAM MANYAM,Public Admn.,2022-23 (TRE),1005.253528667634,25,,1.99
PARVATHIPURAM MANYAM,Public Admn.,2023-24 (SRE),1092,25,8.66,2.05
PARVATHIPURAM MANYAM,Public Admn.,2024-25 (FRE),1166.706094436364,25,6.87,2.04
PARVATHIPURAM MANYAM,Public Admn.,2025-26 (FAE),1233.8061119645174,25,5.74,2.06
ALLURI SEETHA RAMA RAJU,Public Admn.,2022-23 (TRE),885.7336434089084,27,,1.75
ALLURI SEETHA RAMA RAJU,Public Admn.,2023-24 (SRE),1015,26,14.56,1.9
ALLURI SEETHA RAMA RAJU,Public Admn.,2024-25 (FRE),1100.9021373961277,26,8.47,1.92
ALLURI SEETHA RAMA RAJU,Public Admn.,2025-26 (FAE),1203.4495974854406,26,9.26,2.01
POLAVARAM,Public Admn.,2022-23 (TRE),568.1057601764388,28,,1.12
POLAVARAM,Public Admn.,2023-24 (SRE),611,28,7.57,1.15
POLAVARAM,Public Admn.,2024-25 (FRE),659.7628417421527,28,8.02,1.15
POLAVARAM,Public Admn.,2025-26 (FAE),690.7716964567394,28,4.7,1.15
VISAKHAPATNAM,Public Admn.,2022-23 (TRE),2606.097618720536,3,,5.16
VISAKHAPATNAM,Public Admn.,2023-24 (SRE),2685,5,3.03,5.03
VISAKHAPATNAM,Public Admn.,2024-25 (FRE),2836.1406832856246,6,5.62,4.96
VISAKHAPATNAM,Public Admn.,2025-26 (FAE),2956.4130982961833,6,4.23,4.93
ANAKAPALLE,Public Admn.,2022-23 (TRE),1150.6325117289573,24,,2.28
ANAKAPALLE,Public Admn.,2023-24 (SRE),1225,24,6.43,2.3
