district,sector,year,value_rs_cr,rank,growth_pct,contribution_pct
ANANTHAPURAMU,Gross District Domestic Product (GDDP),2024-25 (FRE),70972,9,9.67,4.46
ANANTHAPURAMU,Gross District Domestic Product (GDDP),2025-26 (FAE),76526,9,7.83,4.34
SRI SATYA SAI,Gross District Domestic Product (GDDP),2022-23 (TRE),48172.367298125595,14,,3.68
SRI SATYA SAI,Gross District Domestic Product (GDDP),2023-24 (SRE),53497,13,11.05,3.76
SRI SATYA SAI,Gross District Domestic Product (GDDP),2024-25 (FRE),59273,13,10.8,3.72
SRI SATYA SAI,Gross District Domestic Product (GDDP),2025-26 (FAE),63049,13,6.37,3.58
YSR KADAPA,Gross District Domestic Product (GDDP),2022-23 (TRE),52476.26541545308,11,,4.01
YSR KADAPA,Gross District Domestic Product (GDDP),2023-24 (SRE),66829,8,27.35,4.69
YSR KADAPA,Gross District Domestic Product (GDDP),2024-25 (FRE),72395,8,8.33,4.55
YSR KADAPA,Gross District Domestic Product (GDDP),2025-26 (FAE),79627,8,9.99,4.52
ANNAMAYYA,Gross District Domestic Product (GDDP),2022-23 (TRE),29490.205530776508,24,,2.25
ANNAMAYYA,Gross District Domestic Product (GDDP),2023-24 (SRE),33007,24,11.93,2.32
ANNAMAYYA,Gross District Domestic Product (GDDP),2024-25 (FRE),36167,24,9.57,2.27
ANNAMAYYA,Gross District Domestic Product (GDDP),2025-26 (FAE),35679,24,-1.35,2.02
CHITTOOR,Gross District Domestic Product (GDDP),2022-23 (TRE),38552.63469651869,18,,2.95
CHITTOOR,Gross District Domestic Product (GDDP),2023-24 (SRE),37827,20,-1.88,2.66
CHITTOOR,Gross District Domestic Product (GDDP),2024-25 (FRE),42460,20,12.25,2.67
CHITTOOR,Gross District Domestic Product (GDDP),2025-26 (FAE),49290,17,16.09,2.8
TIRUPATI,Gross District Domestic Product (GDDP),2022-23 (TRE),75951.42036494179,2,,5.81
TIRUPATI,Gross District Domestic Product (GDDP),2023-24 (SRE),78159,3,2.91,5.49
TIRUPATI,Gross District Domestic Product (GDDP),2024-25 (FRE),88637,3,13.41,5.57
TIRUPATI,Gross District Domestic Product (GDDP),2025-26 (FAE),98592,4,11.23,5.59
SRIKAKULAM,Net District Domestic Product (NDDP),2022-23 (TRE),33847.79725542972,19,,2.9
SRIKAKULAM,Net District Domestic Product (NDDP),2023-24 (SRE),36218.63798897652,17,7,2.84
SRIKAKULAM,Net District Domestic Product (NDDP),2024-25 (FRE),39218.72882792038,19,8.28,2.75
SRIKAKULAM,Net District Domestic Product (NDDP),2025-26 (FAE),43266.62698538947,20,10.32,2.74
VIZIANAGARAM,Net District Domestic Product (NDDP),2022-23 (TRE),31043.19988402227,23,,2.66
VIZIANAGARAM,Net District Domestic Product (NDDP),2023-24 (SRE),33511.101864539945,21,7.95,2.63
VIZIANAGARAM,Net District Domestic Product (NDDP),2024-25 (FRE),36824.235547127,22,9.89,2.58
VIZIANAGARAM,Net District Domestic Product (NDDP),2025-26 (FAE),40750.81177919206,22,10.66,2.58
PARVATHIPURAM MANYAM,Net District Domestic Product (NDDP),2022-23 (TRE),12927.558219944092,26,,1.11
PARVATHIPURAM MANYAM,Net District Domestic Product (NDDP),2023-24 (SRE),12807.852112658313,26,-0.93,1
PARVATHIPURAM MANYAM,Net District Domestic Product (NDDP),2024-25 (FRE),14568.726825778904,27,13.75,1.02
PARVATHIPURAM MANYAM,Net District Domestic Product (NDDP),2025-26 (FAE),15703.527479352219,27,7.79,0.99
ALLURI SEETHA RAMA RAJU,Net District Domestic Product (NDDP),2022-23 (TRE),10467.447663690826,27,,0.9
ALLURI SEETHA RAMA RAJU,Net District Domestic Product (NDDP),2023-24 (SRE),11679.231581342983,27,11.58,0.92
ALLURI SEETHA RAMA RAJU,Net District Domestic Product (NDDP),2024-25 (FRE),15004.672059423683,26,28.48,1.05
ALLURI SEETHA RAMA RAJU,Net District Domestic Product (NDDP),2025-26 (FAE),16820.541637094462,26,12.1,1.06
POLAVARAM,Net District Domestic Product (NDDP),2022-23 (TRE),4182.801506951326,28,,0.36
POLAVARAM,Net District Domestic Product (NDDP),2023-24 (SRE),4508.838284684043,28,7.79,0.35
POLAVARAM,Net District Domestic Product (NDDP),2024-25 (FRE),5644.098015303598,28,25.17,0.4
POLAVARAM,Net District Domestic Product (NDDP),2025-26 (FAE),6225.8943693523415,28,10.31,0.39
VISAKHAPATNAM,Net District Domestic Product (NDDP),2022-23 (TRE),95248.0670558033,1,,8.16
VISAKHAPATNAM,Net District Domestic Product (NDDP),2023-24 (SRE),112233.71831813833,1,17.83,8.81
VISAKHAPATNAM,Net District Domestic Product (NDDP),2024-25 (FRE),124900.2475605102,1,11.29,8.76
VISAKHAPATNAM,Net District Domestic Product (NDDP),2025-26 (FAE),139688.13104462434,1,11.84,8.84
ANAKAPALLE,Net District Domestic Product (NDDP),2022-23 (TRE),37990.83337294002,16,,3.26
ANAKAPALLE,Net District Domestic Product (NDDP),2023-24 (SRE),40956.08945040364,15,7.8,3.21
ANAKAPALLE,Net District Domestic Product (NDDP),2024-25 (FRE),44847.918681806506,15,9.5,3.15
ANAKAPALLE,Net District Domestic Product (NDDP),2025-26 (FAE),51030.98623596238,14,13.79,3.23
KAKINADA,Net District Domestic Product (NDDP),2022-23 (TRE),47808.571178776576,10,,4.1
KAKINADA,Net District Domestic Product (NDDP),2023-24 (SRE),52653.21628129302,11,10.13,4.13
KAKINADA,Net District Domestic Product (NDDP),2024-25 (FRE),59520.769711453955,10,13.04,4.18
KAKINADA,Net District Domestic Product (NDDP),2025-26 (FAE),67191.88399048128,11,12.89,4.25
DR.B.R.AMBEDKAR KONASEEMA,Net District Domestic Product (NDDP),2022-23 (TRE),31417.384365840597,21,,2.69
DR.B.R.AMBEDKAR KONASEEMA,Net District Domestic Product (NDDP),2023-24 (SRE),33488.1447862549,22,6.59,2.63
DR.B.R.AMBEDKAR KONASEEMA,Net District Domestic Product (NDDP),2024-25 (FRE),37752.94252411556,21,12.74,2.65
DR.B.R.AMBEDKAR KONASEEMA,Net District Domestic Product (NDDP),2025-26 (FAE),40359.52674374973,23,6.91,2.56
EAST GODAVARI,Net District Domestic Product (NDDP),2022-23 (TRE),50129.218665004315,9,,4.3
EAST GODAVARI,Net District Domestic Product (NDDP),2023-24 (SRE),53339.734556784184,10,6.41,4.18
EAST GODAVARI,Net District Domestic Product (NDDP),2024-25 (FRE),57367.103904078744,12,7.55,4.02
EAST GODAVARI,Net District Domestic Product (NDDP),2025-26 (FAE),63872.941239248474,12,11.34,4.04
WEST GODAVARI,Net District Domestic Product (NDDP),2022-23 (TRE),47031.40339156762,11,,4.03
WEST GODAVARI,Net District Domestic Product (NDDP),2023-24 (SRE),52455.84982627846,12,11.53,4.12
WEST GODAVARI,Net District Domestic Product (NDDP),2024-25 (FRE),58871.36198039224,11,12.23,4.13
WEST GODAVARI,Net District Domestic Product (NDDP),2025-26 (FAE),67593.98067487453,10,14.82,4.28
ELURU,Net District Domestic Product (NDDP),2022-23 (TRE),61639.42599325869,5,,5.28
ELURU,Net District Domestic Product (NDDP),2023-24 (SRE),65817.94611938899,5,6.78,5.16
ELURU,Net District Domestic Product (NDDP),2024-25 (FRE),75532.66383214775,5,14.76,5.3
ELURU,Net District Domestic Product (NDDP),2025-26 (FAE),81837.80399945998,5,8.35,5.18
KRISHNA,Net District Domestic Product (NDDP),2022-23 (TRE),62201.05865052674,4,,5.33
KRISHNA,Net District Domestic Product (NDDP),2023-24 (SRE),67735.27389779984,3,8.9,5.31
KRISHNA,Net District Domestic Product (NDDP),2024-25 (FRE),76483.53518309402,4,12.92,5.37
KRISHNA,Net District Domestic Product (NDDP),2025-26 (FAE),90448.08856824628,3,18.26,5.73
NTR,Net District Domestic Product (NDDP),2022-23 (TRE),63387.891213909665,3,,5.43
NTR,Net District Domestic Product (NDDP),2023-24 (SRE),73621.0098479744,2,16.14,5.78
NTR,Net District Domestic Product (NDDP),2024-25 (FRE),83127.27535065304,2,12.91,5.83
NTR,Net District Domestic Product (NDDP),2025-26 (FAE),93907.5843321397,2,12.97,5.95
GUNTUR,Net District Domestic Product (NDDP),2022-23 (TRE),51116.438736943725,8,,4.38
GUNTUR,Net District Domestic Product (NDDP),2023-24 (SRE),59577.98950432523,7,16.55,4.67
GUNTUR,Net District Domestic Product (NDDP),2024-25 (FRE),65581.4374857321,7,10.08,4.6
GUNTUR,Net District Domestic Product (NDDP),2025-26 (FAE),74576.61361184691,7,13.72,4.72
BAPATLA,Net District Domestic Product (NDDP),2022-23 (TRE),31173.58967277897,22,,2.67
BAPATLA,Net District Domestic Product (NDDP),2023-24 (SRE),32341.784922745108,23,3.75,2.54
BAPATLA,Net District Domestic Product (NDDP),2024-25 (FRE),35778.082598026565,23,10.62,2.51
BAPATLA,Net District Domestic Product (NDDP),2025-26 (FAE),42632.85146090068,21,19.16,2.7
PALNADU,Net District Domestic Product (NDDP),2022-23 (TRE),35906.12856436407,17,,3.08
PALNADU,Net District Domestic Product (NDDP),2023-24 (SRE),38014.87679999136,16,5.87,2.98
PALNADU,Net District Domestic Product (NDDP),2024-25 (FRE),41441.588261304736,17,9.01,2.91
PALNADU,Net District Domestic Product (NDDP),2025-26 (FAE),45277.45243706623,16,9.25,2.87
MARKAPURAM,Net District Domestic Product (NDDP),2022-23 (TRE),19381.32374223376,25,,1.66
MARKAPURAM,Net District Domestic Product (NDDP),2023-24 (SRE),22038.759830811,25,13.71,1.73
MARKAPURAM,Net District Domestic Product (NDDP),2024-25 (FRE),25640.7451176421,25,16.34,1.8
MARKAPURAM,Net District Domestic Product (NDDP),2025-26 (FAE),26774.485182318833,25,4.42,1.7
PRAKASAM,Net District Domestic Product (NDDP),2022-23 (TRE),43271.63305311114,13,,3.71
PRAKASAM,Net District Domestic Product (NDDP),2023-24 (SRE),35962.83400246324,18,-16.89,2.82
PRAKASAM,Net District Domestic Product (NDDP),2024-25 (FRE),41461.40026691933,16,15.29,2.91
PRAKASAM,Net District Domestic Product (NDDP),2025-26 (FAE),43763.68256830061,19,5.55,2.77
SPS NELLORE,Net District Domestic Product (NDDP),2022-23 (TRE),55529.29340358961,6,,4.76
SPS NELLORE,Net District Domestic Product (NDDP),2023-24 (SRE),61084.91847069372,6,10.01,4.79
SPS NELLORE,Net District Domestic Product (NDDP),2024-25 (FRE),68479.54575643243,6,12.11,4.8
SPS NELLORE,Net District Domestic Product (NDDP),2025-26 (FAE),75996.94582913567,6,10.98,4.81
KURNOOL,Net District Domestic Product (NDDP),2022-23 (TRE),40668.96239502896,15,,3.49
KURNOOL,Net District Domestic Product (NDDP),2023-24 (SRE),41564.078443071594,14,2.2,3.26
KURNOOL,Net District Domestic Product (NDDP),2024-25 (FRE),47688.654643272625,14,14.74,3.35
KURNOOL,Net District Domestic Product (NDDP),2025-26 (FAE),49277.93651027881,15,3.33,3.12
NANDYAL,Net District Domestic Product (NDDP),2022-23 (TRE),31687.94053962304,20,,2.72
NANDYAL,Net District Domestic Product (NDDP),2023-24 (SRE),35277.25670959497,19,11.33,2.77
NANDYAL,Net District Domestic Product (NDDP),2024-25 (FRE),39441.22364665411,18,11.8,2.77
NANDYAL,Net District Domestic Product (NDDP),2025-26 (FAE),43764.81394362475,18,10.96,2.77
ANANTHAPURAMU,Net District Domestic Product (NDDP),2022-23 (TRE),52987.370666220595,7,,4.54
ANANTHAPURAMU,Net District Domestic Product (NDDP),2023-24 (SRE),58387.85416625074,9,10.19,4.58
ANANTHAPURAMU,Net District Domestic Product (NDDP),2024-25 (FRE),64125.86525664765,9,9.83,4.5
ANANTHAPURAMU,Net District Domestic Product (NDDP),2025-26 (FAE),68920.3558426072,9,7.48,4.36
SRI SATYA SAI,Net District Domestic Product (NDDP),2022-23 (TRE),42473.97538503323,14,,3.64
SRI SATYA SAI,Net District Domestic Product (NDDP),2023-24 (SRE),47986.91876346405,13,12.98,3.76
SRI SATYA SAI,Net District Domestic Product (NDDP),2024-25 (FRE),53167.883349958065,13,10.8,3.73
SRI SATYA SAI,Net District Domestic Product (NDDP),2025-26 (FAE),56068.0206595798,13,5.45,3.55
YSR KADAPA,Net District Domestic Product (NDDP),2022-23 (TRE),46943.92211372797,12,,4.02
YSR KADAPA,Net District Domestic Product (NDDP),2023-24 (SRE),58950.57389500216,8,25.58,4.62
YSR KADAPA,Net District Domestic Product (NDDP),2024-25 (FRE),64241.808977307715,8,8.98,4.51
YSR KADAPA,Net District Domestic Product (NDDP),2025-26 (FAE),70507.2635235935,8,9.75,4.46
ANNAMAYYA,Net District Domestic Product (NDDP),2022-23 (TRE),27106.141555872895,24,,2.32
ANNAMAYYA,Net District Domestic Product (NDDP),2023-24 (SRE),30359.654640013818,24,12,2.38
ANNAMAYYA,Net District Domestic Product (NDDP),2024-25 (FRE),33262.58079293225,24,9.56,2.33
ANNAMAYYA,Net District Domestic Product (NDDP),2025-26 (FAE),32774.817067604046,24,-1.47,2.08
CHITTOOR,Net District Domestic Product (NDDP),2022-23 (TRE),34971.927958748405,18,,3
CHITTOOR,Net District Domestic Product (NDDP),2023-24 (SRE),34481.31359488701,20,-1.4,2.71
CHITTOOR,Net District Domestic Product (NDDP),2024-25 (FRE),38530.68383426366,20,11.75,2.7
CHITTOOR,Net District Domestic Product (NDDP),2025-26 (FAE),44793.64105668172,17,16.25,2.84
TIRUPATI,Net District Domestic Product (NDDP),2022-23 (TRE),64210.581689567676,2,,5.5
TIRUPATI,Net District Domestic Product (NDDP),2023-24 (SRE),67586.78373393025,4,5.26,5.3
TIRUPATI,Net District Domestic Product (NDDP),2024-25 (FRE),76946.30414226041,3,13.85,5.4
TIRUPATI,Net District Domestic Product (NDDP),2025-26 (FAE),85673.43914758379,4,11.34,5.42
SRIKAKULAM,Population ('000),2022-23 (TRE),2346,7,,4.42
SRIKAKULAM,Population ('000),2023-24 (SRE),2354,7,0.34,4.42
SRIKAKULAM,Population ('000),2024-25 (FRE),2362.5407232044195,7,0.38,4.42
SRIKAKULAM,Population ('000),2025-26 (FAE),2370.6740021497426,7,0.34,4.42
VIZIANAGARAM,Population ('000),2022-23 (TRE),2067,14,,3.89
VIZIANAGARAM,Population ('000),2023-24 (SRE),2074,14,0.34,3.89
VIZIANAGARAM,Population ('000),2024-25 (FRE),2081.5654825172014,14,0.39,3.9
VIZIANAGARAM,Population ('000),2025-26 (FAE),2088.731476544727,14,0.34,3.89
PARVATHIPURAM MANYAM,Population ('000),2022-23 (TRE),991,26,,1.87
PARVATHIPURAM MANYAM,Population ('000),2023-24 (SRE),994,26,0.3,1.87
PARVATHIPURAM MANYAM,Population ('000),2024-25 (FRE),997.5889942580953,26,0.4,1.87
PARVATHIPURAM MANYAM,Population ('000),2025-26 (FAE),1001.0232925469647,26,0.3,1.87
ALLURI SEETHA RAMA RAJU,Population ('000),2022-23 (TRE),647,27,,1.22
ALLURI SEETHA RAMA RAJU,Population ('000),2023-24 (SRE),649,27,0.31,1.22
ALLURI SEETHA RAMA RAJU,Population ('000),2024-25 (FRE),651.2099760246177,27,0.31,1.22
ALLURI SEETHA RAMA RAJU,Population ('000),2025-26 (FAE),653.4518304548776,27,0.31,1.22
POLAVARAM,Population ('000),2022-23 (TRE),375,28,,0.71
POLAVARAM,Population ('000),2023-24 (SRE),376,28,0.27,0.71
POLAVARAM,Population ('000),2024-25 (FRE),377.2336198022704,28,0.27,0.71
POLAVARAM,Population ('000),2025-26 (FAE),378.53228366328705,28,0.53,0.71
VISAKHAPATNAM,Population ('000),2022-23 (TRE),2098,13,,3.95
VISAKHAPATNAM,Population ('000),2023-24 (SRE),2105,13,0.33,3.95
VISAKHAPATNAM,Population ('000),2024-25 (FRE),2112.5419069363534,13,0.38,3.95
VISAKHAPATNAM,Population ('000),2025-26 (FAE),2119.8145403534368,13,0.33,3.95
ANAKAPALLE,Population ('000),2022-23 (TRE),1849,19,,3.48
ANAKAPALLE,Population ('000),2023-24 (SRE),1855,19,0.32,3.48
ANAKAPALLE,Population ('000),2024-25 (FRE),1861.839105524177,19,0.38,3.48
ANAKAPALLE,Population ('000),2025-26 (FAE),1868.2486698748814,19,0.32,3.48
KAKINADA,Population ('000),2022-23 (TRE),2240,9,,4.22
KAKINADA,Population ('000),2023-24 (SRE),2248,9,0.36,4.22
KAKINADA,Population ('000),2024-25 (FRE),2255.743050415834,9,0.36,4.22
KAKINADA,Population ('000),2025-26 (FAE),2263.508667862259,9,0.35,4.22
DR.B.R.AMBEDKAR KONASEEMA,Population ('000),2022-23 (TRE),1556,22,,2.93
DR.B.R.AMBEDKAR KONASEEMA,Population ('000),2023-24 (SRE),1561,22,0.32,2.93
DR.B.R.AMBEDKAR KONASEEMA,Population ('000),2024-25 (FRE),1566.6084351883167,22,0.38,2.93
DR.B.R.AMBEDKAR KONASEEMA,Population ('000),2025-26 (FAE),1572.0016389017326,22,0.32,2.93
EAST GODAVARI,Population ('000),2022-23 (TRE),2246,8,,4.23
EAST GODAVARI,Population ('000),2023-24 (SRE),2254,8,0.36,4.23
EAST GODAVARI,Population ('000),2024-25 (FRE),2262.105868670866,8,0.35,4.23
EAST GODAVARI,Population ('000),2025-26 (FAE),2269.8933907453206,8,0.35,4.23
WEST GODAVARI,Population ('000),2022-23 (TRE),1975,15,,3.72
WEST GODAVARI,Population ('000),2023-24 (SRE),1982,15,0.35,3.72
WEST GODAVARI,Population ('000),2024-25 (FRE),1988.94453965977,15,0.35,3.72
WEST GODAVARI,Population ('000),2025-26 (FAE),1995.7916769763656,15,0.35,3.72
ELURU,Population ('000),2022-23 (TRE),2148,12,,4.05
ELURU,Population ('000),2023-24 (SRE),2156,12,0.37,4.05
ELURU,Population ('000),2024-25 (FRE),2163.362519024155,12,0.32,4.05
ELURU,Population ('000),2025-26 (FAE),2170.810107399781,12,0.37,4.05
KRISHNA,Population ('000),2022-23 (TRE),1858,18,,3.5
KRISHNA,Population ('000),2023-24 (SRE),1864,18,0.32,3.5
KRISHNA,Population ('000),2024-25 (FRE),1870.5510564423257,18,0.38,3.5
KRISHNA,Population ('000),2025-26 (FAE),1876.9906125414386,18,0.32,3.5
NTR,Population ('000),2022-23 (TRE),2375,6,,4.47
NTR,Population ('000),2023-24 (SRE),2384,6,0.38,4.48
NTR,Population ('000),2024-25 (FRE),2391.814861953511,6,0.34,4.48
NTR,Population ('000),2025-26 (FAE),2400.0489200024454,6,0.33,4.47
GUNTUR,Population ('000),2022-23 (TRE),2239,10,,4.22
GUNTUR,Population ('000),2023-24 (SRE),2247,10,0.36,4.22
GUNTUR,Population ('000),2024-25 (FRE),2254.342626675867,10,0.31,4.22
GUNTUR,Population ('000),2025-26 (FAE),2262.1034230257465,10,0.35,4.22
BAPATLA,Population ('000),2022-23 (TRE),1382,24,,2.6
BAPATLA,Population ('000),2023-24 (SRE),1387,24,0.36,2.6
BAPATLA,Population ('000),2024-25 (FRE),1391.6837590127038,24,0.36,2.6
BAPATLA,Population ('000),2025-26 (FAE),1396.4747673134511,24,0.29,2.6
PALNADU,Population ('000),2022-23 (TRE),2186,11,,4.12
PALNADU,Population ('000),2023-24 (SRE),2194,11,0.37,4.12
PALNADU,Population ('000),2024-25 (FRE),2201.13730534033,11,0.32,4.12
PALNADU,Population ('000),2025-26 (FAE),2208.714937135395,11,0.36,4.12
MARKAPURAM,Population ('000),2022-23 (TRE),1223,25,,2.3
MARKAPURAM,Population ('000),2023-24 (SRE),1227,25,0.33,2.3
MARKAPURAM,Population ('000),2024-25 (FRE),1231.5028819654913,25,0.41,2.3
MARKAPURAM,Population ('000),2025-26 (FAE),1235.7424518330567,25,0.32,2.3
PRAKASAM,Population ('000),2022-23 (TRE),1841,20,,3.47
PRAKASAM,Population ('000),2023-24 (SRE),1847,20,0.33,3.47
PRAKASAM,Population ('000),2024-25 (FRE),1853.4937012354271,20,0.32,3.47
PRAKASAM,Population ('000),2025-26 (FAE),1859.8745357105677,20,0.38,3.47
SPS NELLORE,Population ('000),2022-23 (TRE),2588,1,,4.88
SPS NELLORE,Population ('000),2023-24 (SRE),2597,1,0.35,4.88
SPS NELLORE,Population ('000),2024-25 (FRE),2605.5934808453817,1,0.35,4.88
SPS NELLORE,Population ('000),2025-26 (FAE),2614.5634928285344,1,0.35,4.88
KURNOOL,Population ('000),2022-23 (TRE),2432,3,,4.58
KURNOOL,Population ('000),2023-24 (SRE),2441,3,0.37,4.58
KURNOOL,Population ('000),2024-25 (FRE),2449.0554304473985,3,0.33,4.58
